employee_id,predicted_probability,predicted_enrollment,risk_category,recommended_action
11686,1.0,1,Low Risk,Standard enrollment notification
19597,1.0,1,Low Risk,Standard enrollment notification
15536,1.0,1,Low Risk,Standard enrollment notification
10739,0.17,0,High Risk,Personalized phone call with HR and benefits explanation
10159,0.91,1,Low Risk,Standard enrollment notification
12384,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
13183,1.0,1,Low Risk,Standard enrollment notification
13327,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
12550,0.98,1,Low Risk,Standard enrollment notification
16375,1.0,1,Low Risk,Standard enrollment notification
13329,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12361,0.95,1,Low Risk,Standard enrollment notification
14081,1.0,1,Low Risk,Standard enrollment notification
13179,0.98,1,Low Risk,Standard enrollment notification
14689,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
13909,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12477,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
18139,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
17402,1.0,1,Low Risk,Standard enrollment notification
13751,0.96,1,Low Risk,Standard enrollment notification
12000,1.0,1,Low Risk,Standard enrollment notification
17164,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18828,0.98,1,Low Risk,Standard enrollment notification
19959,1.0,1,Low Risk,Standard enrollment notification
12071,0.98,1,Low Risk,Standard enrollment notification
17268,1.0,1,Low Risk,Standard enrollment notification
16919,0.99,1,Low Risk,Standard enrollment notification
18398,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
16208,1.0,1,Low Risk,Standard enrollment notification
19398,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13568,0.96,1,Low Risk,Standard enrollment notification
14648,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
10941,0.94,1,Low Risk,Standard enrollment notification
14198,0.97,1,Low Risk,Standard enrollment notification
17536,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
19069,1.0,1,Low Risk,Standard enrollment notification
19391,1.0,1,Low Risk,Standard enrollment notification
16605,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
17903,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
12779,0.96,1,Low Risk,Standard enrollment notification
15182,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
11114,1.0,1,Low Risk,Standard enrollment notification
15607,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
12342,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
10686,1.0,1,Low Risk,Standard enrollment notification
11990,1.0,1,Low Risk,Standard enrollment notification
11884,0.99,1,Low Risk,Standard enrollment notification
18707,0.23,0,High Risk,Personalized phone call with HR and benefits explanation
12994,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18034,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13180,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14017,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13282,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17368,0.95,1,Low Risk,Standard enrollment notification
16286,0.98,1,Low Risk,Standard enrollment notification
16178,0.99,1,Low Risk,Standard enrollment notification
10485,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
15658,0.15,0,High Risk,Personalized phone call with HR and benefits explanation
17782,0.99,1,Low Risk,Standard enrollment notification
11096,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13748,0.98,1,Low Risk,Standard enrollment notification
18131,0.98,1,Low Risk,Standard enrollment notification
11084,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13171,1.0,1,Low Risk,Standard enrollment notification
13792,0.99,1,Low Risk,Standard enrollment notification
10734,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11418,0.98,1,Low Risk,Standard enrollment notification
18281,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12978,0.83,1,Low Risk,Standard enrollment notification
11067,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
11916,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17033,0.91,1,Low Risk,Standard enrollment notification
10972,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19421,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15011,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
10188,1.0,1,Low Risk,Standard enrollment notification
14077,1.0,1,Low Risk,Standard enrollment notification
14620,1.0,1,Low Risk,Standard enrollment notification
12339,0.94,1,Low Risk,Standard enrollment notification
14755,0.98,1,Low Risk,Standard enrollment notification
12732,0.93,1,Low Risk,Standard enrollment notification
15284,1.0,1,Low Risk,Standard enrollment notification
13509,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
10831,1.0,1,Low Risk,Standard enrollment notification
15306,1.0,1,Low Risk,Standard enrollment notification
11681,0.97,1,Low Risk,Standard enrollment notification
14005,0.95,1,Low Risk,Standard enrollment notification
13658,0.23,0,High Risk,Personalized phone call with HR and benefits explanation
15772,0.96,1,Low Risk,Standard enrollment notification
14046,0.87,1,Low Risk,Standard enrollment notification
17245,0.99,1,Low Risk,Standard enrollment notification
14784,0.98,1,Low Risk,Standard enrollment notification
18278,1.0,1,Low Risk,Standard enrollment notification
16539,1.0,1,Low Risk,Standard enrollment notification
19059,0.96,1,Low Risk,Standard enrollment notification
16076,1.0,1,Low Risk,Standard enrollment notification
15972,0.21,0,High Risk,Personalized phone call with HR and benefits explanation
10054,0.95,1,Low Risk,Standard enrollment notification
19961,0.98,1,Low Risk,Standard enrollment notification
16506,0.97,1,Low Risk,Standard enrollment notification
18794,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16035,0.95,1,Low Risk,Standard enrollment notification
13624,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
14153,0.97,1,Low Risk,Standard enrollment notification
13031,0.99,1,Low Risk,Standard enrollment notification
13312,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14707,0.14,0,High Risk,Personalized phone call with HR and benefits explanation
10564,0.24,0,High Risk,Personalized phone call with HR and benefits explanation
10912,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
14933,1.0,1,Low Risk,Standard enrollment notification
12375,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
17435,1.0,1,Low Risk,Standard enrollment notification
16188,0.99,1,Low Risk,Standard enrollment notification
18535,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16978,0.95,1,Low Risk,Standard enrollment notification
11057,0.85,1,Low Risk,Standard enrollment notification
10541,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
13407,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
16196,0.99,1,Low Risk,Standard enrollment notification
19235,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15066,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
19264,0.94,1,Low Risk,Standard enrollment notification
11926,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
13918,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19358,0.99,1,Low Risk,Standard enrollment notification
16406,0.99,1,Low Risk,Standard enrollment notification
11178,0.99,1,Low Risk,Standard enrollment notification
10246,0.99,1,Low Risk,Standard enrollment notification
14345,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
18003,0.93,1,Low Risk,Standard enrollment notification
12903,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17344,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13535,1.0,1,Low Risk,Standard enrollment notification
18037,1.0,1,Low Risk,Standard enrollment notification
16136,0.97,1,Low Risk,Standard enrollment notification
14836,1.0,1,Low Risk,Standard enrollment notification
16957,1.0,1,Low Risk,Standard enrollment notification
15360,0.99,1,Low Risk,Standard enrollment notification
11355,0.72,1,Low Risk,Standard enrollment notification
10043,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12029,0.24,0,High Risk,Personalized phone call with HR and benefits explanation
15020,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17716,0.95,1,Low Risk,Standard enrollment notification
19594,1.0,1,Low Risk,Standard enrollment notification
11921,0.93,1,Low Risk,Standard enrollment notification
18995,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18876,0.99,1,Low Risk,Standard enrollment notification
11403,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
12807,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13453,0.99,1,Low Risk,Standard enrollment notification
18038,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13203,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
14107,0.97,1,Low Risk,Standard enrollment notification
13132,0.98,1,Low Risk,Standard enrollment notification
18293,0.93,1,Low Risk,Standard enrollment notification
15372,0.99,1,Low Risk,Standard enrollment notification
19760,1.0,1,Low Risk,Standard enrollment notification
10422,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
17209,0.98,1,Low Risk,Standard enrollment notification
17995,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
17704,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16526,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16030,0.95,1,Low Risk,Standard enrollment notification
19566,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15341,0.84,1,Low Risk,Standard enrollment notification
10131,0.96,1,Low Risk,Standard enrollment notification
12968,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
13625,0.94,1,Low Risk,Standard enrollment notification
17072,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
18452,0.9,1,Low Risk,Standard enrollment notification
18913,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
12990,1.0,1,Low Risk,Standard enrollment notification
17970,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19723,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14611,1.0,1,Low Risk,Standard enrollment notification
12444,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12125,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
17852,1.0,1,Low Risk,Standard enrollment notification
16747,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
15101,1.0,1,Low Risk,Standard enrollment notification
16541,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17550,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10248,1.0,1,Low Risk,Standard enrollment notification
13074,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15498,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18593,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18048,0.99,1,Low Risk,Standard enrollment notification
16420,0.97,1,Low Risk,Standard enrollment notification
18285,0.99,1,Low Risk,Standard enrollment notification
19929,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
18472,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11761,0.95,1,Low Risk,Standard enrollment notification
17196,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
